image_id,source,expected_target,expected_crop,expected_part,expected_class,expected_behavior,notes,original_source
demo_011,staged_external:docs/demo_assets/m2_full_image_set/images/demo_011_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_anthracnose_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_011_strawberry_fruit.jpg
demo_070,staged_external:docs/demo_assets/m2_full_image_set/images/demo_070_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_anthracnose_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_070_strawberry_fruit.jpg
demo_075,staged_external:docs/demo_assets/m2_full_image_set/images/demo_075_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_075_strawberry_fruit.jpg
demo_076,staged_external:docs/demo_assets/m2_full_image_set/images/demo_076_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_076_strawberry_fruit.jpg
demo_077,staged_external:docs/demo_assets/m2_full_image_set/images/demo_077_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_077_strawberry_fruit.jpg
demo_078,staged_external:docs/demo_assets/m2_full_image_set/images/demo_078_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_gray_mold_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_078_strawberry_fruit.jpg
demo_310,staged_external:docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_powdery_mildew_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_310_strawberry_fruit.jpg
demo_323,staged_external:docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_323_strawberry_fruit.jpg
demo_324,staged_external:docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_324_strawberry_fruit.jpg
demo_327,staged_external:docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_327_strawberry_fruit.jpg
demo_331,staged_external:docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg,strawberry__fruit,strawberry,fruit,strawberry_healthy_fruit,router/prototype hard example; disease answer or review expected,part_conflict; add_prototype_positive; fruit part-conflict row with same-target prototype evidence; add as clean fruit positive,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_331_strawberry_fruit.jpg
demo_124,staged_external:docs/demo_assets/m2_full_image_set/images/demo_124_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,router/prototype hard example; disease answer or review expected,"negative_prototype_too_close; add_prototype_positive; same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative",/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_124_apricot_leaf.jpg
demo_128,staged_external:docs/demo_assets/m2_full_image_set/images/demo_128_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,router/prototype hard example; disease answer or review expected,"negative_prototype_too_close; add_prototype_positive; same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative",/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_128_apricot_leaf.jpg
demo_186,staged_external:docs/demo_assets/m2_full_image_set/images/demo_186_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,router/prototype hard example; disease answer or review expected,"negative_prototype_too_close; add_prototype_positive; same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative",/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_186_apricot_leaf.jpg
demo_193,staged_external:docs/demo_assets/m2_full_image_set/images/demo_193_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_sağlıklı_yaprak_302,router/prototype hard example; disease answer or review expected,negative_prototype_too_close; exclude_ambiguous; router-only conservative review: deferred as ambiguous or outside current priority slice,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_193_apricot_leaf.jpg
demo_033,staged_external:docs/demo_assets/m2_full_image_set/images/demo_033_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_bacterial_spot_and_speck_yaprak,router/prototype hard example; disease answer or review expected,"negative_prototype_too_close; add_prototype_positive; same-target exact-class row blocked by hard-negative proximity; add as curated positive, not hard negative",/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_033_tomato_leaf.jpg
demo_068,staged_external:docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png,tomato__leaf,tomato,leaf,domates_early_blight_yaprak,router/prototype hard example; disease answer or review expected,negative_prototype_too_close; exclude_ambiguous; router-only conservative review: deferred as ambiguous or outside current priority slice,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_068_tomato_leaf.png
demo_165,staged_external:docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,router/prototype hard example; disease answer or review expected,negative_prototype_too_close; add_prototype_hard_negative; cross-target near prototype; use as hard negative for prototype_target without weakening gates,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg
demo_498,staged_external:docs/demo_assets/m2_full_image_set/images/demo_498_tomato_leaf.jpg,tomato__leaf,tomato,leaf,domates_sağlıklı_yaprak,router/prototype hard example; disease answer or review expected,negative_prototype_too_close; add_prototype_hard_negative; cross-target near prototype; use as hard negative for prototype_target without weakening gates,/content/bitirmeprojesi/docs/demo_assets/m2_full_image_set/images/demo_498_tomato_leaf.jpg
