image_id,source,expected_target,expected_crop,expected_part,expected_class,expected_behavior,notes,original_source,resolved_source_path,disease_class,user_like_bucket
demo_141,staged_external:docs/demo_assets/m2_full_image_set/images/demo_141_non_plant.png,non_plant,non_plant,unknown,non_plant,abstain/review expected for unsupported or non-plant input,user-like M2 curated set; bucket=difficult; source_split=test; source_class=non_plant,data\router_eval\negatives\non_plant\strawberry_fruit_ood_final_non_plant_misc\non_plant_misc_image_2_1_06385d582dfb.png,docs/demo_assets/m2_full_image_set/images/demo_141_non_plant.png,,difficult
demo_142,staged_external:docs/demo_assets/m2_full_image_set/images/demo_142_non_plant.jpg,non_plant,non_plant,unknown,non_plant,abstain/review expected for unsupported or non-plant input,user-like M2 curated set; bucket=borderline; source_split=test; source_class=non_plant,.runtime_tmp\m2_nonplant_internet\commons_nonplant_pottingsoiljpg.jpg,docs/demo_assets/m2_full_image_set/images/demo_142_non_plant.jpg,,borderline
demo_143,staged_external:docs/demo_assets/m2_full_image_set/images/demo_143_non_plant.jpg,non_plant,non_plant,unknown,non_plant,abstain/review expected for unsupported or non-plant input,user-like M2 curated set; bucket=clear; source_split=test; source_class=non_plant,data\router_eval_holdout\negatives\non_plant\tomato_fruit_ood_final_non_plant_misc\takviye_20260514_web_non_plant_misc_beea5202eb5d_beea5202eb5d_beea5202eb5d.jpg,docs/demo_assets/m2_full_image_set/images/demo_143_non_plant.jpg,,clear
demo_144,staged_external:docs/demo_assets/m2_full_image_set/images/demo_144_non_plant.jpg,non_plant,non_plant,unknown,non_plant,abstain/review expected for unsupported or non-plant input,user-like M2 curated set; bucket=clear; source_split=test; source_class=non_plant,data\router_eval\negatives\non_plant\strawberry_leaf_ood_final_non_plant_misc\non_plant_misc_depositphotos_390716206_stock_photo_gardening_concept_male_garden_0bd9e0f6a67e.jpg,docs/demo_assets/m2_full_image_set/images/demo_144_non_plant.jpg,,clear
demo_145,staged_external:docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şarka_virüsü_meyve_230,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şarka_virüsü_meyve_230\Şarka Virüsü 81.JPG,docs/demo_assets/m2_full_image_set/images/demo_145_apricot_fruit.jpg,kayısıda_şarka_virüsü_meyve_230,clear
demo_146,staged_external:docs/demo_assets/m2_full_image_set/images/demo_146_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şarka_virüsü_meyve_230,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şarka_virüsü_meyve_230\Şarka Virüsü 35.JPG,docs/demo_assets/m2_full_image_set/images/demo_146_apricot_fruit.jpg,kayısıda_şarka_virüsü_meyve_230,clear
demo_147,staged_external:docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şarka_virüsü_meyve_230,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şarka_virüsü_meyve_230\Şarka Virüsü 102.JPG,docs/demo_assets/m2_full_image_set/images/demo_147_apricot_fruit.jpg,kayısıda_şarka_virüsü_meyve_230,clear
demo_148,staged_external:docs/demo_assets/m2_full_image_set/images/demo_148_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şarka_virüsü_meyve_230,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şarka_virüsü_meyve_230\Şarka Virüsü 449.JPG,docs/demo_assets/m2_full_image_set/images/demo_148_apricot_fruit.jpg,kayısıda_şarka_virüsü_meyve_230,clear
demo_149,staged_external:docs/demo_assets/m2_full_image_set/images/demo_149_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şarka_virüsü_meyve_230,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şarka_virüsü_meyve_230\Şarka Virüsü 79.JPG,docs/demo_assets/m2_full_image_set/images/demo_149_apricot_fruit.jpg,kayısıda_şarka_virüsü_meyve_230,clear
demo_150,staged_external:docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şarka_virüsü_meyve_230,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısıda_şarka_virüsü_meyve_230,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şarka_virüsü_meyve_230\Şarka Virüsü 52.JPG,docs/demo_assets/m2_full_image_set/images/demo_150_apricot_fruit.jpg,kayısıda_şarka_virüsü_meyve_230,difficult
demo_151,staged_external:docs/demo_assets/m2_full_image_set/images/demo_151_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0253.jpg,docs/demo_assets/m2_full_image_set/images/demo_151_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,difficult
demo_152,staged_external:docs/demo_assets/m2_full_image_set/images/demo_152_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0024.jpg,docs/demo_assets/m2_full_image_set/images/demo_152_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,borderline
demo_153,staged_external:docs/demo_assets/m2_full_image_set/images/demo_153_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0076.jpg,docs/demo_assets/m2_full_image_set/images/demo_153_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_154,staged_external:docs/demo_assets/m2_full_image_set/images/demo_154_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0004.jpg,docs/demo_assets/m2_full_image_set/images/demo_154_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_155,staged_external:docs/demo_assets/m2_full_image_set/images/demo_155_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0012.jpg,docs/demo_assets/m2_full_image_set/images/demo_155_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_156,staged_external:docs/demo_assets/m2_full_image_set/images/demo_156_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\VENTCA_17303.jpg,docs/demo_assets/m2_full_image_set/images/demo_156_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_157,staged_external:docs/demo_assets/m2_full_image_set/images/demo_157_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0123.jpg,docs/demo_assets/m2_full_image_set/images/demo_157_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_158,staged_external:docs/demo_assets/m2_full_image_set/images/demo_158_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\Şeftali Karalekesi 101.JPG,docs/demo_assets/m2_full_image_set/images/demo_158_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_159,staged_external:docs/demo_assets/m2_full_image_set/images/demo_159_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\Şeftali Karalekesi 192.JPG,docs/demo_assets/m2_full_image_set/images/demo_159_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_160,staged_external:docs/demo_assets/m2_full_image_set/images/demo_160_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\Şeftali Karalekesi 89.JPG,docs/demo_assets/m2_full_image_set/images/demo_160_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,difficult
demo_161,staged_external:docs/demo_assets/m2_full_image_set/images/demo_161_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 82.JPG,docs/demo_assets/m2_full_image_set/images/demo_161_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,difficult
demo_162,staged_external:docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 71.JPG,docs/demo_assets/m2_full_image_set/images/demo_162_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,borderline
demo_163,staged_external:docs/demo_assets/m2_full_image_set/images/demo_163_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 60.JPG,docs/demo_assets/m2_full_image_set/images/demo_163_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_164,staged_external:docs/demo_assets/m2_full_image_set/images/demo_164_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 58.JPG,docs/demo_assets/m2_full_image_set/images/demo_164_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_165,staged_external:docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 63.JPG,docs/demo_assets/m2_full_image_set/images/demo_165_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_166,staged_external:docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 36.JPG,docs/demo_assets/m2_full_image_set/images/demo_166_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_167,staged_external:docs/demo_assets/m2_full_image_set/images/demo_167_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 50.JPG,docs/demo_assets/m2_full_image_set/images/demo_167_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_168,staged_external:docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 66.JPG,docs/demo_assets/m2_full_image_set/images/demo_168_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_169,staged_external:docs/demo_assets/m2_full_image_set/images/demo_169_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 28.JPG,docs/demo_assets/m2_full_image_set/images/demo_169_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_170,staged_external:docs/demo_assets/m2_full_image_set/images/demo_170_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 41.JPG,docs/demo_assets/m2_full_image_set/images/demo_170_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,difficult
demo_171,staged_external:docs/demo_assets/m2_full_image_set/images/demo_171_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=val; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\val\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0000.jpg,docs/demo_assets/m2_full_image_set/images/demo_171_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,difficult
demo_172,staged_external:docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısı_sağlıklı_meyve_800,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=test; source_class=kayısı_sağlıklı_meyve_800,data\prepared_runtime_datasets\apricot__fruit\test\kayısı_sağlıklı_meyve_800\Kaysı Sağlıklı 56.JPG,docs/demo_assets/m2_full_image_set/images/demo_172_apricot_fruit.jpg,kayısı_sağlıklı_meyve_800,borderline
demo_173,staged_external:docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\val\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 78.JPG,docs/demo_assets/m2_full_image_set/images/demo_173_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_174,staged_external:docs/demo_assets/m2_full_image_set/images/demo_174_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\val\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0051.jpg,docs/demo_assets/m2_full_image_set/images/demo_174_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_175,staged_external:docs/demo_assets/m2_full_image_set/images/demo_175_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\val\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0013.jpg,docs/demo_assets/m2_full_image_set/images/demo_175_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_176,staged_external:docs/demo_assets/m2_full_image_set/images/demo_176_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\val\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0006.jpg,docs/demo_assets/m2_full_image_set/images/demo_176_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_177,staged_external:docs/demo_assets/m2_full_image_set/images/demo_177_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\Şeftali Karalekesi 37.JPG,docs/demo_assets/m2_full_image_set/images/demo_177_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_178,staged_external:docs/demo_assets/m2_full_image_set/images/demo_178_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\Şeftali Karalekesi 91.JPG,docs/demo_assets/m2_full_image_set/images/demo_178_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_179,staged_external:docs/demo_assets/m2_full_image_set/images/demo_179_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\Şeftali Karalekesi 94.JPG,docs/demo_assets/m2_full_image_set/images/demo_179_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_180,staged_external:docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısı_sağlıklı_meyve_800,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısı_sağlıklı_meyve_800,data\prepared_runtime_datasets\apricot__fruit\test\kayısı_sağlıklı_meyve_800\Kaysı Sağlıklı 53.JPG,docs/demo_assets/m2_full_image_set/images/demo_180_apricot_fruit.jpg,kayısı_sağlıklı_meyve_800,difficult
demo_181,staged_external:docs/demo_assets/m2_full_image_set/images/demo_181_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\Şeftali Karalekesi 97.JPG,docs/demo_assets/m2_full_image_set/images/demo_181_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,difficult
demo_182,staged_external:docs/demo_assets/m2_full_image_set/images/demo_182_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=borderline; source_split=val; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\val\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 56.JPG,docs/demo_assets/m2_full_image_set/images/demo_182_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,borderline
demo_183,staged_external:docs/demo_assets/m2_full_image_set/images/demo_183_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=val; source_class=kayısıda_yaprak_delen_çil_hastalığı_meyve_128,data\prepared_runtime_datasets\apricot__fruit\val\kayısıda_yaprak_delen_çil_hastalığı_meyve_128\Kayısıda yaprak delen çil 59.JPG,docs/demo_assets/m2_full_image_set/images/demo_183_apricot_fruit.jpg,kayısıda_yaprak_delen_çil_hastalığı_meyve_128,clear
demo_184,staged_external:docs/demo_assets/m2_full_image_set/images/demo_184_apricot_fruit.jpg,apricot__fruit,apricot,fruit,kayısıda_şeftali_karalekesi_meyve_232,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısıda_şeftali_karalekesi_meyve_232,data\prepared_runtime_datasets\apricot__fruit\test\kayısıda_şeftali_karalekesi_meyve_232\peach_scab_Bing_0071.jpg,docs/demo_assets/m2_full_image_set/images/demo_184_apricot_fruit.jpg,kayısıda_şeftali_karalekesi_meyve_232,clear
demo_185,staged_external:docs/demo_assets/m2_full_image_set/images/demo_185_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısı_yaprak_delen_çil_hastalığı_yaprak_300,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_yaprak_delen_çil_hastalığı_yaprak_300\582.jpg,docs/demo_assets/m2_full_image_set/images/demo_185_apricot_leaf.jpg,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,clear
demo_186,staged_external:docs/demo_assets/m2_full_image_set/images/demo_186_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısı_yaprak_delen_çil_hastalığı_yaprak_300,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_yaprak_delen_çil_hastalığı_yaprak_300\59.jpg,docs/demo_assets/m2_full_image_set/images/demo_186_apricot_leaf.jpg,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,clear
demo_187,staged_external:docs/demo_assets/m2_full_image_set/images/demo_187_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısı_yaprak_delen_çil_hastalığı_yaprak_300,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_yaprak_delen_çil_hastalığı_yaprak_300\6.jpg,docs/demo_assets/m2_full_image_set/images/demo_187_apricot_leaf.jpg,kayısı_yaprak_delen_çil_hastalığı_yaprak_300,clear
demo_188,staged_external:docs/demo_assets/m2_full_image_set/images/demo_188_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_sağlıklı_yaprak_302,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısı_sağlıklı_yaprak_302,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_sağlıklı_yaprak_302\105.jpg,docs/demo_assets/m2_full_image_set/images/demo_188_apricot_leaf.jpg,kayısı_sağlıklı_yaprak_302,clear
demo_189,staged_external:docs/demo_assets/m2_full_image_set/images/demo_189_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_sağlıklı_yaprak_302,known supported target; disease answer or review expected,user-like M2 curated set; bucket=clear; source_split=test; source_class=kayısı_sağlıklı_yaprak_302,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_sağlıklı_yaprak_302\366.jpg,docs/demo_assets/m2_full_image_set/images/demo_189_apricot_leaf.jpg,kayısı_sağlıklı_yaprak_302,clear
demo_190,staged_external:docs/demo_assets/m2_full_image_set/images/demo_190_apricot_leaf.jpg,apricot__leaf,apricot,leaf,kayısı_sağlıklı_yaprak_302,known supported target; disease answer or review expected,user-like M2 curated set; bucket=difficult; source_split=test; source_class=kayısı_sağlıklı_yaprak_302,data\prepared_runtime_datasets\apricot__leaf\test\kayısı_sağlıklı_yaprak_302\371.jpg,docs/demo_assets/m2_full_image_set/images/demo_190_apricot_leaf.jpg,kayısı_sağlıklı_yaprak_302,difficult
